year,Switzerland,Austria,Portugal,Luxembourg,Estonia,France,Serbia,Romania,Belarus,Norway,Denmark,Belgium,Ireland,Malta,Finland,Türkiye,Lithuania,Slovenia,Italy,San Marino,Latvia,Liechtenstein,Poland,Bulgaria,U.K. of Great Britain and Northern Ireland,Greece,Monaco,Ukraine,Germany,Montenegro,Croatia,Bosnia & Herzegovina,Andorra,The former Yugoslav Republic of Macedonia,Iceland,"Moldova, Republic of",Faroe Islands,Hungary,Czech Republic,Spain,Cyprus,Sweden,Netherlands,Slovakia,Albania,Italy ordinary regions
2010,1.33550986871123,2.67455217333659,35.3690722932752,5.40470085144043,4.97240818174262,11.2017161380015,10.9558868651177,7.30534431814603,7.68205194092643,0.865654023040852,4.58133055578988,4.97896436282567,2.40918385059603,19.757426738739,3.16214805620245,35.8190062974411,3.25916705131531,4.41547175645828,14.0552756755751,10.43408203125,4.01928314152143,0.830706059932709,5.07060301614209,13.5417746074346,3.69492769180399,24.2839792657782,9.51626873016357,18.9418698764636,5.75866464466884,9.94776173432668,8.70867721779832,8.72658420668708,5.7487416267395,18.5282451841566,1.31651167763818,11.8212527998032,1.21413609981537,5.51283301262373,4.06049831108477,29.1714039549371,35.6234866380692,2.27726930145334,5.71777879865202,3.63273245409915,12.9330788898468,12.3630706618726
2011,1.77300737723708,3.27639236552584,29.3670078508006,4.36738309860229,2.95857031512679,8.48684036260401,19.1612235998652,12.8713426067405,4.94117190092472,0.844798991077751,1.74406924169019,3.42068127980308,1.85107311356452,19.5129809379578,2.30255622120057,34.7457016215361,2.97925177733103,9.07431954443455,18.4241966379119,20.3708820343018,3.15901469079074,0.955262124538422,4.68141273170664,17.4164887058492,3.11052006438762,31.2097014497828,9.28328418731689,15.6607820242517,3.47231668143437,12.9922610123952,16.6856383999575,15.5482611762153,5.41724157333374,24.4939289304945,1.84293193195856,17.7121635560066,1.02880152463913,14.886932849884,4.14055257623301,32.2881859439277,34.7978514432907,1.80399317877139,2.63155567972627,7.2157483602825,21.0594836044312,17.3372159767896
2012,1.63218242749572,3.35640718582218,34.5834424255678,5.5411657333374,2.18366681797463,12.5903376242004,27.9442498395397,20.7575492477852,6.45350666479631,0.739600446269599,3.83662613945187,5.81253471828642,1.38488828559076,21.0276327133179,1.64362117710898,37.7312576264028,2.90239543755849,8.71249330639839,20.8454794385134,20.0081844329834,2.30730742808209,0.767647504806519,6.15886072250822,27.404495190601,2.24571329720845,33.0696518553628,12.2715444564819,18.8400653678548,5.42084412722752,20.3112932840983,20.9646635148132,21.7398496733771,9.38544750213623,29.4626770867242,2.77212571132207,26.1268114889822,1.47379555702209,21.3190594415986,5.75980413409899,37.1894226856878,38.1577581167221,1.62082695868607,4.28902818078864,10.1636042168266,23.8736936378479,20.4643827474117
2013,2.49261805862188,5.54392894499141,35.914088729244,5.42249612808228,5.7403764599248,11.6141632334361,17.8600076505333,11.1366038703483,6.55042113168805,1.71998712387138,6.48908857129655,6.56976289597769,4.42928479409987,19.8864254951477,3.12785684903981,38.2502453628884,4.90204809824626,10.3046304941177,16.2163018247134,14.610595703125,5.08222595113792,1.63147887587547,8.02362345517321,20.5850084217227,4.91883529190902,32.7370652490192,11.3690729141235,13.5848977459599,7.07177222728729,10.7324984868368,14.859603863318,12.3514283339183,3.55794239044189,23.9192614449395,0.975983188990804,13.2944099210924,0.4569788813591,17.9797259984391,7.57118039760949,31.8810214685781,37.1626403331757,3.85500683990827,6.23496310025045,11.3576415915238,17.4009454250336,15.6005263141543
2014,0.64665590133518,1.34221566838721,23.4031917616825,3.36291756629944,5.74834465143973,6.64660997273492,4.89623608179153,8.96562114235473,9.49861466752452,2.30860871381272,5.20692215325697,2.76939833542657,3.34836479848431,21.6390733718872,4.08749848490613,32.5098814373656,6.69981246630351,1.78034561574459,11.764031236191,5.33203125,5.24455428123474,0.460220836102962,6.51027536743633,8.46308205626449,3.87099649926101,23.1253761693283,10.3734111785889,19.7070953576013,3.49041575078307,3.400070865949,3.19966717715402,2.51693824132284,1.71935427188873,12.4452256679535,0.881547201896507,20.7982481218153,0.717714011669159,5.47025170353021,3.74714756836681,27.510599717846,33.5224423408508,4.24790139541338,3.89913017782446,2.56832068123316,9.72515466690063,8.70288403913379
2015,3.99234867841005,6.39270058804494,31.687491967374,8.56486911773682,4.06292378275018,13.0834688604625,19.1020549968549,13.6166066067404,13.8520590756791,1.56428377420758,3.84722164441954,5.42450753469316,1.88266172601331,16.9213593006134,2.35491634850038,34.7234518699664,8.15718190193176,6.56672121882439,16.9995152743484,16.8547897338867,5.66045811318404,2.01171877980232,13.6294275184503,17.4237854140145,2.86385502225848,24.2566976017422,11.9430694580078,21.83724368842,7.49418289053029,12.517641544342,13.6899641925849,12.9880263169607,6.27498626708984,20.3670522901747,1.1741003126597,24.715491971662,0.837316012382507,16.3103400616164,12.8293577979946,30.5422766044318,35.3561648130417,3.14340007352526,3.5379961043188,11.5987600527312,16.4789410495758,15.8960876294225
2016,1.83813170865178,3.2587620136928,35.6477682126448,7.55133094787598,3.04182713178166,15.0652797103733,10.0918695212929,11.714102876513,8.49088313732866,0.801848248234445,4.62173913109977,7.25007652857947,1.95315384980171,19.0711541175842,1.48485201005352,34.3707083712328,3.4234544467926,4.69087156653404,14.6640416055691,10.352029800415,3.14654999379291,0.906741410493851,8.00219616334982,20.1888231987856,3.46532651604773,26.4612959932398,16.2128124237061,18.1873104903939,7.885557489724,5.69319342573484,9.503098668404,5.92078302171495,3.52820253372192,15.0608015802171,0.835497485365598,20.7023893171741,0.474824512004852,9.88411045074463,7.59818665486462,34.6961422047325,35.1837844848633,2.79958147382651,6.89081065295494,5.6824882933968,11.6006091737747,12.9205142431706
2017,1.78212222438306,3.67027190611041,36.7028307434696,3.47339148521423,2.77496434931169,9.05026317252028,21.1182047607033,13.0314919328036,5.65903808193038,1.08467087984339,1.76616492473854,3.60515930160644,1.64090267496724,22.0541081428528,1.84123033649823,39.6482111361036,2.89327053785324,7.72711125910282,20.8101598433725,16.4132881164551,2.79205199109008,0.722477123141289,4.3305920736713,19.8006203539517,2.02114166432929,31.2108891540103,16.6496963500977,20.0264396112384,3.31238564746133,13.5141923030217,15.4878270232562,14.5805253770616,5.47334623336792,25.7635560353597,1.09643012479308,17.7795649190103,0.815285325050354,14.1843538337879,5.2096839430947,32.8075651676159,37.1587213277817,2.39468918354598,2.51950462713633,7.53196653441379,21.8501006126404,19.373509638235
2018,4.50290534049273,4.38767307064285,30.0526391483793,14.4679676055908,6.94143743264048,15.6201778914682,8.36448969051337,8.88796865994527,6.9056539112607,3.06364707915356,11.4023430122519,14.1361085649521,5.43610087056314,15.2520263195038,4.93138447388962,34.845470609421,6.77595272064209,4.54593803584576,12.6099188770291,9.72325038909912,7.35478116660718,2.14372444152832,10.5307129889864,13.6837918612422,6.93405493894474,22.4062532009902,10.1673316955566,17.0384296850192,15.9870407689851,6.64112981160482,10.1478037232334,5.97629019949171,2.69736433029175,14.0992366684808,0.472944308701347,13.7690220340606,0.54912109375,11.4020560323522,12.3322513328408,27.389401857541,35.5922414064407,6.7658934439451,13.714250479659,7.68410691211098,12.3463012886047,12.053727651462
2019,2.86617845445871,3.987432018928,30.3197162935398,10.5020311355591,4.44694260547036,16.9009116227625,15.9330937452377,14.5633411434687,7.55043837553646,1.80659055932007,4.14335402677644,9.84779483552963,2.22051143377058,18.3008751869202,4.0759265027051,34.8226918795509,6.50891271591187,4.84739691019058,14.8344784764566,9.81591796875,4.68055293260031,1.38881838321686,10.4099825790429,18.1815695957262,3.75009294153368,29.3239064128311,9.48692226409912,18.318113380716,9.70814302312917,9.16678667068481,10.4301952088921,8.632544793023,5.82511043548584,23.5863174438477,1.20414947692883,22.1502616943852,0.657700681686401,13.0177045511396,8.06115308647636,29.41423029181,34.1648750305176,3.3104413656817,7.8569135045352,7.57590076421437,16.8497332668304,13.497986302413
2020,2.904968418926,2.70457559165779,34.263838095953,15.9305913925171,3.59388592368678,17.0419491189195,12.2837516790742,13.6626284710348,7.37838609414196,1.12507050701033,5.00130286981475,10.8217846325466,1.66306799227192,18.9415378570557,2.23260899675765,39.193986844234,6.58218091487884,4.81789176464081,16.5448637670437,14.6801328659058,4.4964272281192,1.0351572483778,8.8500367103638,20.6710926829552,3.74969806408572,27.8104686427999,9.87186145782471,22.2317141794976,8.89328740037721,9.10543163617452,11.3354427050618,8.76071727010939,3.08199071884155,16.9652727233039,1.33911270084641,26.9185217580488,0.869267988204956,11.1446869078647,6.35351469231851,32.2842510059894,36.1219811439514,3.10032311940658,6.31287277887945,5.58744477598291,17.6498889350891,15.5856228138506
2021,1.15779230520129,3.15301867752719,29.0362590559377,2.56656231880188,5.81285565359551,7.61820510067153,18.0880565825541,12.6348100595823,6.83139168925402,2.30447262246261,4.6836281677462,3.07405422415052,2.69158806262478,21.3468813896179,4.34744857569994,35.3815239727267,4.6864297135671,6.16170206964016,19.4485612635717,17.68186378479,5.53079741364283,0.753619879484177,4.73914859561424,21.4670867190069,3.2460852203316,33.2862387189159,15.3967428207397,12.0161749561324,3.52262670492304,13.9687127669652,14.3058386219358,13.5017334143321,2.9874153137207,25.1493766996596,2.68122056065308,11.3938776216199,1.6101689696312,13.7173600812976,3.45946841644791,29.2338698616373,37.6712831258774,4.19520028108444,3.45566453019234,5.68611262346569,21.9432739448547,18.7774010116607
